"type","key","value","id","date","clockIn","clockOut","duration","notes"
"entry","","","02ab7d28-ea4a-428f-9c76-a6d82b96228f","Jul 10, 2023","2023-07-10T12:00:00.000Z","2023-07-10T21:15:00.000Z","09:15:00",""
"entry","","","9106eeb0-abd1-4701-bbcc-8ec3e5f9ac4e","Jul 11, 2023","2023-07-11T12:00:00.000Z","2023-07-11T19:45:00.000Z","07:45:00",""
"entry","","","acf1e69e-bcf8-4b8e-9fe9-704397dfab59","Jul 12, 2023","2023-07-12T12:00:00.000Z","2023-07-12T22:25:00.000Z","10:25:00",""
"entry","","","dfefda90-9726-4a5f-8c5c-c63f3c3fd27a","Jul 13, 2023","2023-07-13T13:15:00.000Z","2023-07-13T20:45:00.000Z","07:30:00",""
"entry","","","290338a8-5d0d-47df-b556-c91de8777406","Jul 14, 2023","2023-07-14T12:00:00.000Z","2023-07-14T20:10:00.000Z","08:10:00",""
"entry","","","42c0def3-01bb-4608-8154-bdc7832e7c1d","Jul 15, 2023","2023-07-15T12:30:00.000Z","2023-07-15T20:50:00.000Z","08:20:00",""
"entry","","","45d5efef-17c9-4f47-bf21-03bc0ec0dc66","Jul 17, 2023","2023-07-17T13:00:00.000Z","2023-07-17T21:40:00.000Z","08:40:00",""
"entry","","","ef99627f-477b-4f58-9f6f-a4d592a6ceda","Jul 18, 2023","2023-07-18T12:15:00.000Z","2023-07-18T20:05:00.000Z","07:50:00",""
"entry","","","18aa2a32-bc45-4611-8a2c-04f2743eba8d","Jul 19, 2023","2023-07-19T12:30:00.000Z","2023-07-19T20:45:00.000Z","08:15:00",""
"entry","","","d91f079f-ba0e-439f-ba22-2ccbdaffe091","Jul 20, 2023","2023-07-20T12:00:00.000Z","2023-07-20T20:25:00.000Z","08:25:00",""
"entry","","","a0bbdaef-df2e-4216-8d9a-1b222d2861ae","Jul 21, 2023","2023-07-21T11:15:00.000Z","2023-07-21T20:00:00.000Z","08:45:00","Double route"
"entry","","","bed9c460-063c-4b43-bcc8-62d44c7eca9c","Jul 22, 2023","2023-07-22T12:15:00.000Z","2023-07-22T19:55:00.000Z","07:40:00",""
"entry","","","7e5e7ecb-5ce9-4ec7-8331-c1e6f810f83a","Jul 24, 2023","2023-07-24T12:00:00.000Z","2023-07-24T19:55:00.000Z","07:55:00",""
"entry","","","02612fa4-3a96-4f42-b129-418c7c240f0b","Jul 25, 2023","2023-07-25T13:00:00.000Z","2023-07-25T21:05:00.000Z","08:05:00",""
"entry","","","783c60cb-1101-4bb3-8806-54d766819933","Jul 26, 2023","2023-07-26T13:15:00.000Z","2023-07-26T21:15:00.000Z","08:00:00",""
"entry","","","799c0fef-30d7-4616-afa2-cc7c2ebafdc4","Jul 27, 2023","2023-07-27T12:15:00.000Z","2023-07-27T20:10:00.000Z","07:55:00",""
"entry","","","954a7559-4bdf-42dc-bf03-b81399033698","Jul 28, 2023","2023-07-28T12:00:00.000Z","2023-07-28T20:15:00.000Z","08:15:00",""
"entry","","","5a1f875c-6d03-4947-b087-062100f47190","Jul 29, 2023","2023-07-29T13:30:00.000Z","2023-07-29T22:20:00.000Z","08:50:00",""
"entry","","","1d7fdcdf-02b6-44be-86ce-e85c1273c511","Jul 31, 2023","2023-07-31T12:00:00.000Z","2023-07-31T19:55:00.000Z","07:55:00",""
"entry","","","2e556f41-6637-47f6-ae66-68d5cc9e64e3","Aug 1, 2023","2023-08-01T12:00:00.000Z","2023-08-01T19:45:00.000Z","07:45:00",""
"entry","","","268485b2-3078-4a79-81f0-cc743ac5887a","Aug 2, 2023","2023-08-02T12:15:00.000Z","2023-08-02T20:30:00.000Z","08:15:00",""
"entry","","","51909a91-0d2c-4039-b02a-e6ba541e7ab2","Aug 3, 2023","2023-08-03T12:00:00.000Z","2023-08-03T19:35:00.000Z","07:35:00",""
"entry","","","df7ea8f7-5123-4b24-9a92-8ea778502403","Aug 4, 2023","2023-08-04T13:00:00.000Z","2023-08-04T21:50:00.000Z","08:50:00",""
"entry","","","886eda08-018e-48a9-9413-0caa05a764e2","Aug 5, 2023","2023-08-05T12:15:00.000Z","2023-08-05T21:15:00.000Z","09:00:00",""
"entry","","","f7e2bccd-e2ad-49eb-903e-a6ab7554270d","Aug 7, 2023","2023-08-07T12:30:00.000Z","2023-08-07T20:00:00.000Z","07:30:00",""
"entry","","","b7ccf9ea-8202-4777-8a26-a7576432eecb","Aug 8, 2023","2023-08-08T12:00:00.000Z","2023-08-08T20:50:00.000Z","08:50:00",""
"entry","","","ea2c6b66-17fd-4816-8381-8ea82aeb2aa4","Aug 9, 2023","2023-08-09T13:15:00.000Z","2023-08-09T23:00:00.000Z","09:45:00",""
"entry","","","dfa520f4-f10d-450f-888b-72cc864bcaa8","Aug 10, 2023","2023-08-10T12:30:00.000Z","2023-08-10T20:40:00.000Z","08:10:00",""
"entry","","","c087b33c-0f4f-4230-85aa-a12962b983a3","Aug 11, 2023","2023-08-11T12:15:00.000Z","2023-08-11T20:10:00.000Z","07:55:00",""
"entry","","","a43ec7ca-a505-4618-b8ee-f37caf49d95b","Aug 12, 2023","2023-08-12T11:15:00.000Z","2023-08-12T19:20:00.000Z","08:05:00",""
"entry","","","a50adb3f-5884-4f56-8711-88b6ea1b2430","Aug 13, 2023","2023-08-13T13:30:00.000Z","2023-08-13T20:40:00.000Z","07:10:00",""
"entry","","","4d26d3da-0abf-42fa-a415-ca6c0b3c2d1f","Aug 14, 2023","2023-08-14T12:15:00.000Z","2023-08-14T20:00:00.000Z","07:45:00",""
"entry","","","d11378c8-bb66-4fa7-b05f-09adab1608da","Aug 15, 2023","2023-08-15T12:00:00.000Z","2023-08-15T21:35:00.000Z","09:35:00",""
"entry","","","7b54b091-a50c-4a5c-98b5-bd1338690174","Aug 16, 2023","2023-08-16T13:15:00.000Z","2023-08-16T21:15:00.000Z","08:00:00",""
"entry","","","a995400a-8155-46c2-83b7-77db2a575112","Aug 17, 2023","2023-08-17T12:00:00.000Z","2023-08-17T20:15:00.000Z","08:15:00",""
"entry","","","7c430514-5a03-4e58-93cb-1eb59862fa1d","Aug 18, 2023","2023-08-18T13:00:00.000Z","2023-08-18T20:50:00.000Z","07:50:00",""
"entry","","","b0d920aa-829d-46a8-b788-248f19e3f2d8","Aug 19, 2023","2023-08-19T12:00:00.000Z","2023-08-19T20:05:00.000Z","08:05:00",""
"entry","","","81f75194-030d-4c77-b7e1-c1c790c63150","Aug 21, 2023","2023-08-21T11:00:00.000Z","2023-08-21T20:55:00.000Z","09:55:00",""
"entry","","","9d054e22-43a5-46ae-87b8-7bcc77bb18e4","Aug 22, 2023","2023-08-22T12:15:00.000Z","2023-08-22T21:30:00.000Z","09:15:00",""
"entry","","","93c82863-a374-4854-8328-011ec5fe0648","Aug 23, 2023","2023-08-23T13:00:00.000Z","2023-08-23T21:40:00.000Z","08:40:00",""
"entry","","","2696d6b6-3b6c-42c7-9266-632186097595","Aug 24, 2023","2023-08-24T13:15:00.000Z","2023-08-24T21:00:00.000Z","07:45:00","Light day"
"entry","","","a59d31c1-ef7d-463b-9044-c2e97d76d544","Aug 25, 2023","2023-08-25T12:00:00.000Z","2023-08-25T19:40:00.000Z","07:40:00",""
"entry","","","e763706e-9167-4ec3-ae11-a31668afe29b","Aug 26, 2023","2023-08-26T12:00:00.000Z","2023-08-26T20:10:00.000Z","08:10:00",""
"entry","","","8f379070-e901-447e-8639-aad576c34c25","Aug 28, 2023","2023-08-28T12:15:00.000Z","2023-08-28T21:00:00.000Z","08:45:00",""
"entry","","","f6c2aa54-f386-48c0-89e5-021913ab3e3b","Aug 29, 2023","2023-08-29T12:00:00.000Z","2023-08-29T20:25:00.000Z","08:25:00",""
"entry","","","953d41e2-b993-4d6e-880a-b57d37b0b715","Aug 30, 2023","2023-08-30T12:30:00.000Z","2023-08-30T22:15:00.000Z","09:45:00",""
"entry","","","d851f36b-6fad-47f8-a79a-c3fd1728f681","Aug 31, 2023","2023-08-31T13:15:00.000Z","2023-08-31T21:00:00.000Z","07:45:00",""
"entry","","","714726ac-5530-474a-bbb9-0ac3b76cbf0d","Sep 1, 2023","2023-09-01T12:00:00.000Z","2023-09-01T22:20:00.000Z","10:20:00",""
"entry","","","3e4a6325-2112-4202-b03c-44df3ca7cb54","Sep 2, 2023","2023-09-02T12:30:00.000Z","2023-09-02T22:55:00.000Z","10:25:00",""
"entry","","","dc212827-dd3e-4c53-a792-c16fabec594a","Sep 5, 2023","2023-09-05T12:00:00.000Z","2023-09-05T19:45:00.000Z","07:45:00",""
"entry","","","d9fa1a52-42bb-45a3-8f70-33f03d3704b5","Sep 6, 2023","2023-09-06T12:30:00.000Z","2023-09-06T21:15:00.000Z","08:45:00",""
"entry","","","c9a564cb-60d9-4ef5-81cc-ffd0be66b73a","Sep 7, 2023","2023-09-07T12:00:00.000Z","2023-09-07T19:50:00.000Z","07:50:00",""
"entry","","","2b06e9ef-388d-46c5-ae7f-927767e76753","Sep 8, 2023","2023-09-08T11:00:00.000Z","2023-09-08T18:50:00.000Z","07:50:00",""
"entry","","","74b8c745-e054-483e-8a79-cf3cee40459f","Sep 9, 2023","2023-09-09T13:00:00.000Z","2023-09-09T21:10:00.000Z","08:10:00",""
"entry","","","80b290b2-d421-4818-8614-5b99bf3d419a","Sep 11, 2023","2023-09-11T12:00:00.000Z","2023-09-11T20:30:00.000Z","08:30:00",""
